1789309059,0,8091,7.08
1789309060,99,8091,7.08
1789309061,98,8091,7.08
1789309063,98,8091,7.80
1789309064,99,8091,7.80
1789309065,97,8091,7.80
1789309066,99,8091,7.80
1789309067,97,8091,7.80
1789309068,98,8091,8.45
1789309069,99,8091,8.45
1789309070,98,8091,8.45
1789309071,99,8091,8.45
1789309072,98,8091,8.45
1789309073,99,8091,9.06
1789309074,99,8091,9.06
1789309075,97,8091,9.06
1789309076,98,8091,9.06
1789309077,99,8091,9.06
1789309078,97,8091,8.57
1789309079,99,8091,8.57
1789309080,96,8091,8.57
1789309081,99,8091,8.57
1789309082,98,8091,8.57
1789309083,99,8091,8.05
1789309084,99,8091,8.05
1789309085,99,8091,8.05
1789309086,97,8091,8.05
1789309087,99,8091,8.12
1789309088,98,8091,8.12
1789309089,99,8091,8.12
1789309090,96,8091,8.12
1789309091,96,8091,8.12
1789309092,99,8091,8.75
1789309093,97,8091,8.75
1789309094,98,8091,8.75
1789309095,97,8091,8.75
1789309096,99,8091,8.75
1789309097,96,8091,8.21
1789309098,99,8091,8.21
1789309099,99,8091,8.21
1789309100,98,8091,8.21
1789309101,99,8091,8.21
1789309102,98,8091,8.84
1789309103,97,8091,8.84
1789309104,98,8091,8.84
1789309105,99,8091,8.84
1789309106,98,8091,8.84
1789309107,97,8091,8.29
1789309109,96,8091,8.29
1789309110,100,8091,8.29
1789309111,98,8091,8.29
1789309112,99,8091,8.29
1789309113,99,8091,8.35
1789309114,99,8091,8.35
1789309115,98,8091,8.35
1789309116,98,8091,8.35
1789309117,99,8091,8.35
1789309118,98,8091,8.40
1789309119,96,8091,8.40
1789309120,98,8091,8.40
1789309121,98,8091,8.40
1789309122,98,8091,8.40
1789309123,99,8091,7.89
1789309124,97,8091,7.89
1789309125,97,8091,7.89
1789309126,97,8091,7.89
1789309127,99,8091,7.89
1789309128,97,8091,7.98
1789309129,98,8091,7.98
1789309130,98,8091,7.98
1789309131,99,8091,7.98
1789309132,97,8091,8.46
1789309133,99,8091,8.46
1789309134,98,8091,8.46
1789309135,98,8091,8.46
1789309136,99,8091,8.46
1789309137,97,8091,7.94
1789309138,99,8091,7.94
1789309139,97,8091,7.94
1789309140,100,8091,7.94
1789309141,97,8091,7.94
1789309142,100,8091,8.03
1789309143,96,8091,8.03
1789309144,98,8091,8.03
1789309145,99,8091,8.03
1789309146,99,8091,8.03
1789309147,99,8091,8.10
1789309148,98,8091,8.10
1789309149,99,8091,8.10
1789309150,98,8091,8.10
1789309151,98,8091,8.10
1789309152,98,8091,8.18
1789309153,99,8091,8.18
1789309155,97,8091,8.18
1789309156,99,8091,8.18
1789309157,98,8091,8.18
1789309158,98,8091,8.24
1789309159,98,8091,8.24
1789309160,99,8091,8.24
1789309161,99,8091,8.24
1789309162,99,8091,8.24
1789309163,97,8091,8.54
1789309164,99,8091,8.54
1789309165,98,8091,8.54
1789309166,98,8091,8.54
1789309167,97,8091,8.54
1789309168,96,8091,8.02
1789309169,99,8091,8.02
1789309170,97,8091,8.02
1789309171,99,8091,8.02
1789309172,98,8091,8.02
1789309173,98,8091,8.66
1789309174,98,8091,8.66
1789309175,98,8091,8.66
1789309176,97,8091,8.66
1789309177,98,8091,9.33
1789309178,99,8091,9.33
1789309179,99,8091,9.33
1789309180,98,8091,9.33
1789309181,0,8091,9.33
