1789308720,0,8091,0.36
1789308721,93,8091,0.36
1789308722,13,8091,0.97
1789308723,12,8091,0.97
1789308724,11,8091,0.97
1789308725,11,8091,0.97
1789308726,51,8091,0.97
1789308727,62,8091,1.53
1789308728,79,8091,1.53
1789308729,58,8091,1.53
1789308730,94,8091,1.53
1789308731,96,8091,1.53
1789308732,94,8091,1.49
1789308733,96,8091,1.49
1789308734,93,8091,1.49
1789308735,45,8091,1.49
1789308736,60,8091,1.49
1789308737,50,8091,2.01
1789308739,14,8091,2.01
1789308740,28,8091,2.01
1789308741,17,8091,2.01
1789308742,31,8091,2.01
1789308743,95,8091,1.93
1789308744,92,8091,1.93
1789308745,96,8091,1.93
1789308746,93,8091,1.93
1789308747,94,8091,1.93
1789308748,77,8091,1.86
1789308749,92,8091,1.86
1789308750,89,8091,1.86
1789308751,0,8091,1.86
1789308752,0,8091,1.86
1789308753,0,8091,1.79
1789308754,0,8091,1.79
1789308755,0,8091,1.79
1789308756,83,8091,1.79
1789308757,83,8091,2.29
1789308758,77,8091,2.29
1789308759,94,8091,2.29
1789308760,94,8091,2.29
1789308761,94,8091,2.29
1789308762,93,8091,2.74
1789308763,96,8091,2.74
1789308764,25,8091,2.74
1789308765,24,8091,2.74
1789308766,24,8091,2.74
1789308767,28,8091,2.60
1789308768,49,8091,2.60
1789308769,38,8091,2.60
1789308770,56,8091,2.60
1789308771,38,8091,2.60
1789308772,93,8091,2.47
1789308773,94,8091,2.47
1789308774,94,8091,2.47
1789308775,94,8091,2.47
1789308776,94,8091,2.47
1789308777,57,8091,2.92
1789308778,75,8091,2.92
1789308779,71,8091,2.92
1789308781,14,8091,2.92
1789308782,17,8091,2.92
1789308783,15,8091,3.33
1789308784,18,8091,3.33
1789308785,94,8091,3.33
1789308786,92,8091,3.33
1789308787,90,8091,3.33
1789308788,94,8091,3.70
1789308789,94,8091,3.70
1789308790,88,8091,3.70
1789308791,91,8091,3.70
1789308792,94,8091,3.70
1789308793,0,8091,3.64
1789308794,0,8091,3.64
1789308795,0,8091,3.64
1789308796,0,8091,3.64
1789308797,69,8091,3.51
1789308798,71,8091,3.51
1789308799,70,8091,3.51
1789308800,67,8091,3.51
1789308801,94,8091,3.51
1789308802,94,8091,3.87
1789308803,93,8091,3.87
1789308804,93,8091,3.87
1789308805,93,8091,3.87
1789308806,35,8091,3.87
1789308807,35,8091,3.64
1789308808,33,8091,3.64
1789308809,22,8091,3.64
1789308810,31,8091,3.64
1789308811,34,8091,3.64
1789308812,95,8091,3.43
1789308813,93,8091,3.43
1789308814,93,8091,3.43
1789308815,96,8091,3.43
1789308816,94,8091,3.43
1789308817,68,8091,3.80
1789308818,74,8091,3.80
1789308819,70,8091,3.80
1789308821,82,8091,3.80
1789308822,5,8091,3.80
1789308823,3,8091,4.13
1789308824,2,8091,4.13
1789308825,94,8091,4.13
1789308826,93,8091,4.13
1789308827,94,8091,4.13
1789308828,94,8091,4.44
1789308829,92,8091,4.44
1789308830,94,8091,4.44
1789308831,93,8091,4.44
1789308832,94,8091,4.44
1789308833,8,8091,4.81
1789308834,23,8091,4.81
1789308835,30,8091,4.81
1789308836,13,8091,4.81
1789308837,59,8091,4.81
1789308838,59,8091,4.58
1789308839,56,8091,4.58
1789308840,94,8091,4.58
1789308841,0,8091,4.58
